method name: freqs			
corpus: trendi			
subcorpus: -			
concordance size: 2980			
"query: Query:([lemma=""""naš""""][]{1,3}[lemma=""""vaš""""])|([lemma=""""vaš""""][]{1,3}[lemma=""""naš""""])within<s/>"			
text.topic	Frequency	Relative density	Relative in text types
Izjava tedna: Anita Ule, mlada prevzemnica kmetije iz Zasavja, ki na Biotehniški fakulteti pripravlja doktorat	1	15602.61065	362.31884
V veljavo stopa vmesna rešitev problematike na področju odpadne embalaže	1	90468.91891	2100.84034
Fajonova od Pahorjevega pogovora s strankami nima visokih pričakovanj	1	66251.08523	1538.46154
Pahorjev priročnik za politične začetnike | MLADINA.si	1	23897.45028	554.93896
27. november 2020	1	134572.51688	3125
Svet24.si - &#34;Premier Šarec je vedel vse podatke o gasilstvu iz glave&#34;	1	32797.56695	761.61462
Tovarišija! Minil je čas, ko ste lahko edino vi odločali, kaj se bo slišalo na prireditvah!	1	39471.31568	916.59028
Intervju z rejcem senenega mleka Petrom Apatom: SENENO MLEKO JE NOV VETER NA TRŽIŠČU - Novice.si	1	25080.49237	582.41118
Svet24.si - &#34;V resnici dobre novice so, a v tej vpetosti v covid zanje nimamo ne časa ne prostora&#34;	1	28238.16748	655.7377
Milena Pleško: Želimo si nekoga, s katerim se bomo smejali pod odejo med gledanjem televizije | Revija Reporter	1	8554.47068	198.64919
Na desetgigabitno dostopovno omrežje priključeni prvi rezidenčni uporabniki v Evropi	1	11314.55738	262.74304
Društvo Namesto pike vejica: Za posebne otroke, ki nas potrebujejo - Vestnik.si	1	61606.87468	1430.61516
Najnovejša laž osvojevalcev zgodovine - Časnik	1	30847.56834	716.33238
Vsega so bile krive ženske. No, vsaj pri tem avtomobilu	1	59561.8332	1383.12586
Družinski praznik za ateista	1	40434.93465	938.96714
Jasno z Andrejem Velkavrhom: Zavejmo se podnebnih sprememb	1	95272.57832	2212.38938
Mayeva napovedala odstop, še preden je izpeljala brexit (zbirno)	1	54099.50427	1256.28141
To je razlog, zakaj vroče ponve nikoli ne spirajte pod vodo	1	117981.38466	2739.72603
Poslanica predsednice Socialnih demokratov Tanje Fajon ob državnem prazniku Dnevu samostojnosti in enotnosti	1	56886.665	1321.00396
Srce parajoče: Strah me je jutrišnjega dne. Kaj bom dala otrokoma za jesti?	1	57802.96027	1342.28188
Datino računovodsko svetovanje - noben izziv ne ostane nerešen! - Data d.o.o.	1	93009.08294	2159.82721
Intervju tov. Dragana Petrovca na RTV SLO - demokracija.si	1	40434.93465	938.96714
Nič kaj obetavno pri Stojanu Petriču: Delo in Slovenske novice novinarjem zmanjšujeta višino honorarjev! - demokracija.si	1	71296.69769	1655.62914
FOTO: Na Pohorju reševalna akcija za dvema osebama, ki sta se izgubili in omagali	1	92609.04388	2150.53763
Nogometna družina upravičeno ponosna na doslej opravljeno	1	83455.82442	1937.9845
Scholz in Merz z burnim soočenjem dva tedna pred volitvami	1	60823.73644	1412.42938
Pintar, blog: Apokalipsa slovenskega vstajništva? - Časnik	1	29274.78273	679.80965
Zelenski se je srečal z Janšo, Morawieckim in Fialo | Revija Reporter	1	62865.99329	1459.85401
Dežela sanjačev - Časnik	1	58036.66496	1347.70889
Prejeli smo: Pismo gospodu Bojanu Požarju - Časnik	1	47012.23297	1091.70306
Jože Poglajen, svetnik RTVS, o novem direktorju RTVS piše laži in zavaja	1	88607.41852	2057.61317
Glasovanje za Naj mobitel smo podaljšali	1	172252.82161	4000
Kako plačam prispevke za s.p. po novem? Postopek in obrazložitev.	1	45569.52953	1058.20106
Janez Pucelj: Število všečkarjev tu nima teže - Časnik	1	10238.51769	237.75559
Janez Remškar: Neodgovorna stroka in zdravnik! - demokracija.si	1	38312.46032	889.67972
Najbolj pričakovani model leta je že na naših cestah	1	42426.80335	985.22167
Prlek na čelu Slovenske demokratske stranke	1	44951.15387	1043.84134
Prvi intervju ŽELJKA MANDARIĆA, novega funkcionarja Olimpije: MOJA VLOGA, moji načrti, MOJ CILJ	1	8813.59095	204.66639
John P. Enyeart: Smrt fašizmu; Boj Louisa Adamiča za demokracijo	1	68571.98313	1592.35669
Konstruktivna nezaupnica ni uspela, zanjo glasovalo 40 poslancev	1	9631.67198	223.66361
Trump z veliko težavami sestavlja odvetniško ekipo, Biden želi zeleno luč za tretji sveženj pomoči	1	57341.15233	1331.55792
Zaljubil se je že v premierni izvod	1	94852.87534	2202.64317
Bralka Helena in njeno leto 1991	1	127030.10443	2949.85251
Jože Tanko kot razvajen mulc nad kolegico poslanko	1	27711.20039	643.50064
Usodni trenutki za priljubljeno oddajo Zvezdana	1	48440.05107	1124.85939
Bilanca stanja in poslovni izid - rok za oddajo bo podaljšan - Data d.o.o.	1	74375.13886	1727.11572
M. Avbelj, Slovenski čas: Evropski malaise - Časnik	1	44076.97585	1023.54145
Twitter odzivi na interpelacijo: Simoniti razbil opozicijo kot slovens	1	38142.78601	885.73959
Pet let ekskluzivnih in edinstvenih zgodb	1	73236.74388	1700.68027
V Grčiji slovesno obeležili 200. obletnico začetka vojne za neodvisnost	1	61695.13668	1432.66476
Praznik KS Črnomelj - drevi na Gričku z Alenko Godec	1	270837.76983	6289.30818
Kako ste zadovoljni s storitvami OKP Rogaška Slatina? Izpolnite anketo! - Kozjansko.info	1	374462.65568	8695.65217
Delo o popisu prebivalstva na Zahodnem Balkanu (26. 3.)	1	175768.18532	4081.63265
(VIDEO) Vučić se je opravičil vsem istrskim vinarjem zaradi svoje izjave o malvaziji	1	90468.91891	2100.84034
Levica bi rada še naprej ustrahovala slovenski narod in poglabljala razkol	1	41287.82877	958.77277
Talijin hram ali beznica? - Časnik	1	36806.15846	854.70085
Popolnega politika ni in ga ne more biti - Časnik	1	39471.31568	916.59028
Kako naprej? - Časnik	1	22347.27836	518.94136
Kolesarski izleti za družine in rekreativce po Kozjanskem in Obsotelju: Rog. Slatina, Rogatec, Šmarje pri Jelšah - Celje.info	1	18870.81744	438.21209
Sprenevedanje zgrozilo Katalonce in navdušilo Srbe	1	410125.76574	9523.80952
Umrl večmedijski in interdisciplinarni slovenski umetnik	1	88063.81473	2044.98978
Jože Možina: Na RTV sta jih vedno strašno skrbela lik in delo Milana Kučana. In ko smo poročali o povojnih pomorih	1	9834.02727	228.36264
TV namigi: Zbujeni v sanje, Zločinske tolpe in Zakon in red	1	134572.51688	3125
Prepričanost in prepričevanje - posebej v izrednih razmerah	1	34840.78107	809.06149
Gorenjski glas | Spet jutranja dostava	1	220836.95078	5128.20513
DL: Metlika in promet - Za zdaj ostajajo balkanska vrata	1	47741.91286	1108.64745
Dvojna merila, jasna kot beli dan	1	187231.32784	4347.82609
Vstajniško nasprotovanje vladi, ki je še ni, klavrno propadlo - napovedovali so množične demonstracije po vsej državi, prišlo pa je okoli 30 ljudi | Nova24TV	1	82813.85654	1923.07692
&#34;Poskus utišanja kritikov pod krinko skrbi za zdravje je nesprejemljiv&#34; | MLADINA.si	1	188048.93189	4366.81223
Nataša Markovič: Novinarstvo mora biti preverljivo, točno, objektivno	1	28727.95557	667.11141
Predpraznično druženje z dedki in babicami v vrtcu Manka Golarja Gornja Radgona	1	158904.81698	3690.0369
Gorenjski glas | Tak je bil denar vaše in naše mladosti	1	37219.71081	864.30424
FOTO:Rokomet je pisan na kožo Slovencem že 70 let	1	70944.32521	1647.44646
"Miro Cerar: ""Centri moči svojim strankam nekaj časa pustijo delovati, potem pa odrečejo podporo. To gledamo tudi sedaj"" (1. del) - Domovina"	1	18879.09049	438.40421
Na morje peljemo otroke 30 družin	1	51945.9655	1206.27262
Kako si je Slovenija skovala srečo?	1	254811.86629	5917.15976
Podpredsednik Konkretno Alojz Kovšca in predsednik DZ za predsednika republike	1	130494.56183	3030.30303
Hideki Macujama na igrišču za golf dvigoval ceno delnic	1	72864.98376	1692.04738
Nataša Markovič: Novinarstvo mora biti preverljivo, točno, objektivno - Vestnik.si	1	28727.95557	667.11141
Podpora srbskim študentom tudi iz Ljubljane: &#34;Čeprav smo daleč, smo z njimi&#34;	1	44122.13668	1024.59016
ŠPORT IN VIRUS PO SLOVENSKO: Počivalšku tekme z gledalci, Kustečevi pa še kokoši ne bi smele ... - Vestnik.si	1	47218.42698	1096.49123
Rešitve za podaljšanje moratorijev na posojila predlagane v dopolnitvi protikoronskega zakona	1	50962.37326	1183.43195
Poziv zaposlenih STA predstavnikom Evropske komisije	1	70364.71471	1633.98693
Predsednik KPK ostro Golobu: To je šlo predaleč - Domovina	1	76624.92065	1779.35943
Sodobna kavarna v nekdanji industrijski hali	1	46056.90417	1069.51872
"Dopust na Hrvaškem: ""Nismo zaznali večjih pritožb slovenskih gostov"""	1	32772.60685	761.03501
US podpira parlamentarno komisijo o zlorabi v bančnem sistemu - Časnik	1	37413.73189	868.80973
Ali ima srednjeevropski spomin posebne značilnosti? - Demokracija	1	10087.42221	234.2469
Večer o ustavitvi postopka zoper mariborskega dijaka (21. 4.)	1	190545.15665	4424.77876
Pogovor z Mitjo Teropšičem, avtor knjige Avtorja knjige, Posavski teritorialci v osamosvojitveni vojni 1991: 25. območni štab TO in vojaški vidiki osamosvajanja Slovenije v Posavju, knjižnica	1	347283.91454	8064.51613
Šolarji pričakali poletne počitnice: kaj jih bo zabavalo to poletje?	1	47166.70909	1095.29025
Vodnik po govoričenju* Aleksandre Pivec - Vestnik.si	1	28054.20547	651.4658
M. Mazzini, PlanetSiol: Postanete lahko vse, ... - Časnik	1	33695.77888	782.47261
Janša: BIA Separations je del dejavnosti, ki rešuje človeška življenja	1	51143.94941	1187.64846
Na krilih protivladnega naboja zbrali podpise za referendum, čeprav Zakon o vodah namesto zasebnega v ospredje postavlja javni interes	1	50902.13405	1182.0331
Macron: Francija &#34;ni sokriva&#34; za genocid v Ruandi. A ima določeno &#34;odgovornost&#34;.	1	93615.66392	2173.91304
S psom v staro Emono	1	161285.41349	3745.31835
Počivalšek: Je interpelacija res vse, kar je opozicija zmožna prispevati v teh težkih časih?	1	34953.90049	811.68831
Vložena pobuda za referendum, Šarec bi hkrati še volitve	1	72132.67237	1675.04188
"""Ptujčani nosimo zmago v sebi"" - Demokracija"	1	48169.13356	1118.56823
Vloženi podpisi za razpis referenduma o vodah. Ministrstvo: podpisniki so bili zavedeni - Vestnik.si	1	55565.42633	1290.32258
TO so nasveti za še bolj vroč seks!	1	49784.05249	1156.06936
Ob dnevu veteranov: &#34;Zahtevamo odgovorno politiko za prihodnje rodove&#34; - Vestnik.si	1	69907.80098	1623.37662
(NA ZAHODU NIČ NOVEGA) Edinost, sreča, sprava	1	202174.67325	4694.83568
'Živimo v mehurčkih, kar je oglaševano kot nekaj dobrega, a ima nevarne posledice'	1	43852.55133	1018.32994
TO so tekaški nasveti, na katere prisegajo VRHUNSKI športniki (preizkusili smo jih!) VIDEO	1	68791.06294	1597.44409
Moja zgodba - Časnik	1	177947.12976	4132.2314
"Bešič Loredan se je zahvalil reševalcem jamarke: ""Vaša humanost je naš navdih"""	1	125548.7038	2915.4519
Občinski svet Titovo cesto spet preimenoval v Cesto osamosvojitve	1	81098.31526	1883.23917
Zakaj ima sv. Peter v rokah dva ključa	1	31387.17595	728.86297
[30 LET SAMOSTOJNE SLOVENIJE] &#34;Preprosto sem rekel, da obstaja samo ena ločnica v Sloveniji, in to je, ali si za Slovenijo ali nisi za Slovenijo&#34; - Demokracija	1	6481.51797	150.51174
Kdo bo na čelu ZSSS nasledil Lidijo Jerkič: v tekmo štirje kandidati	1	51449.46882	1194.74313
Podmladek Slovenske demokratske stranke ima novo vodstvo! Žana Mahniča	1	50015.33729	1161.44019
V vrečah s kostmi leži slovenska kultura - Domovina	1	42260.26045	981.35427
Avstrijski domoljubi odločno proti LGBT paradi ponosa - Demokracija	1	145976.96747	3389.83051
Na poti do neke nove normalnosti	1	28708.8036	666.66667
Tomislav Sunić: Hrvaška in Vzhodna Evropa sta danes bolj &#34;evropski&#34; kot Zahodna Evropa - Demokracija	1	13406.97553	311.3325
Registracija družbe z omejeno odgovornostjo - kako? - Data d.o.o.	1	75417.17233	1751.31349
Postali smo prva država, ki ima v ustavo vpisan jezik gluhoslepih! - Demokracija	1	45425.32215	1054.85232
Nepreslišano: Edvard Svetlik, solastnik korporacije Hidria	1	559262.40783	12987.01299
V spomin in opomin - ustrelili so jih pri farovškem kozolcu	1	97428.06652	2262.44344
Darilo integritete in družba prihodnosti ob dnevu boja proti korupciji	1	39616.56431	919.9632
Mojmir Mrak o gospodarskem razvoju: smo dosegli želeno? - N1	1	10146.84387	235.62677
Na Hrvaškem aretirali predsednico Zveze slovenskih društev	1	67603.1482	1569.85871
Kučan: Oblast je politično prizorišče spremenila v gladiatorsko borbo - N1	1	72253.70034	1677.85235
Ko oblast tudi na ulici agresivno zatira drugače misleče | Nova24TV	1	110987.64279	2577.31959
Župan Leljak dosegel, da v Radencih nikoli več ne bo Titove ceste | Nova24TV	1	98093.86197	2277.90433
Protesti v Sloveniji so postali razlog za protest | Nova24TV	1	24678.05467	573.0659
(V ŽIVO) Zelenski: Pogovori z Rusijo postajajo bolj realistični - Vestnik.si	1	42552.57451	988.14229
JANA ZUPANČIČ: Nevesta samo na odru	1	36157.18338	839.63056
Vestnik - Rokerji za pogoreli vrtec Studenček	1	65050.15922	1510.57402
V DZ slovesno ob razglasitvi dopolnitve ustave s pravico do znakovnega jezika	1	44122.13668	1024.59016
Smo v turizmu prišli do točke nič?	1	21413.82665	497.26504
Poletni utrip Knjižnice Ormož	1	22197.52856	515.46392
Štirje predsedniki ob obisku v Ukrajini obsodili vojne grozote, Rusija zavrnila zamenjavo ukrajinskih vojakov za zajetega proruskega politika	1	58036.66496	1347.70889
Pozor! Sara Štiglic je med mame in otroke pozvala zamaskirance! | Nova24TV	1	49327.84124	1145.47537
Kučan o Janši: &#34;Obstaja samo ena resnica, in to njegova, vsi drugi so pa sovražniki.&#34; | Revija Reporter	1	71414.93433	1658.37479
Moja knjižnica povezuje - Krajevna knjižnica Ivanjkovci	1	38041.70089	883.39223
Ganjena miss Slovenije Špele Alič v VDC Zasavje (VIDEO) | Revija Reporter	1	138913.56582	3225.80645
Kučan: Aktualna oblast je politično prizorišče spremenila v gladiatorsko borbo	1	79452.40849	1845.01845
Cameron Diaz pri 51 letih drugič mama	1	194856.13304	4524.88688
Kučan: Aktualna oblast je politično prizorišče spremenila v gladiatorski boj	1	79452.40849	1845.01845
V Muzeju Velenje odprli razstavo Mesto, ki so mu rekli čudež	1	82338.82486	1912.04589
Kako naj napišem odpoved?	1	38865.70885	902.52708
Pavle Rupar: &#34;Našo kulturo, naše oblačenje in našo pesem pustite na miru!&#34; - Demokracija	1	55138.54725	1280.40973
Tanja Fajon pred Evropskim parlamentom tako blati svojo domovino! - Demokracija	1	84272.41762	1956.94716
Še en izmed lokalov v Mariboru zapira vrata	1	347283.91454	8064.51613
Poljub, Ula: Poletje prebolevanja | Mična	1	26681.04424	619.57869
Pavle Rupar: &#34;Našo kulturo, naše oblačenje in našo pesem pustite na miru!&#34; | Nova24TV	1	55138.54725	1280.40973
Na Hrvaškem zaradi suma korupcije aretirali predsednico Zveze slovenskih društev Zagreb	1	118631.41984	2754.82094
Slovenci so bližje Francozom kot Angležem	1	80491.97272	1869.15888
(VAŠ GLAS) Koliko olimpijskih medalj za Slovenijo? Do desetice lahko potegnemo!	1	87526.84025	2032.52033
MILE JOVANOVIĆ: &#34;Čaka nas veliko izzivov&#34; - Vestnik.si	1	22174.66808	514.93306
Poročilo o Nikodemovih večerih v Ljubljani - Časnik	1	72988.48373	1694.91525
Ker dobro v srcu mislijo	1	116702.45367	2710.0271
Premier Golob v Buči: Vojna ne sme biti izgovor za brezpravje in nekaznovanost	1	79894.62969	1855.28757
Sv. Bernard in njegova zelo močna molitev k Mariji - Molitev	1	341771.47145	7936.50794
Zahrbtna bolezen se je vrnila - prosijo za molitev - Molitev	1	341771.47145	7936.50794
Jaka, za katerega se moli, uspešno okreva - Molitev	1	341771.47145	7936.50794
Mali Jezusov brat Karel de Foucauld: Moj Oče... - Molitev	1	341771.47145	7936.50794
V novem Monitorju - test televizorjev | Monitor	1	105806.40148	2457.00246
Ministrica Kustec z &#34;zahtevnim potekom bolezni&#34;, a ni v bolnišnici - N1	1	127783.99229	2967.35905
Franjo H. Naji: Od razcepljenosti do precepljenosti družbe - N1	1	35737.09992	829.87552
Čeprav pravijo, da niso bogati, so najeli Boštjana Romiha!	1	70595.41869	1639.34426
Čistke na RTV Slovenija! Kaj bo z oddajo Zvezdana?	1	42343.36814	983.28417
(INTERVJU) Jasmina Jerant in primer Anhovo: Čas je, da se država postavi na stran ljudi	1	8631.63067	200.44097
Predsednik Pahor: Prizadevati si je treba za medsebojno zaupanje in enakovredno spoštovanje na najvišji politični ravni in na čisto vsakdanji človeški ravni	1	76624.92065	1779.35943
Tudi veterinarji pričakujemo spoštljiv odnos in razumevanje	1	53896.37722	1251.56446
EU VOICES: Mladi! Veste, kaj vse vam ponuja program Erasmus+?	1	36806.15846	854.70085
S Slovenskimi novicami prvič na morju: pritekla je tudi kakšna solza	1	40058.79572	930.23256
Žan Mahnič je Janšev &#34;oficir za zvezo&#34; s skrajno desnico: SDS že nekaj let zelo dobro sodeluje z gibanjem identitarcev - Vestnik.si	1	28920.89013	671.59167
Ministrica Simona Kustec ima &#34;zahteven potek bolezni&#34; - Vestnik.si	1	144507.40068	3355.7047
Usodni trenutki za priljubljeno oddajo Zvezdana - Vestnik.si	1	48440.05107	1124.85939
Šolska ministrica zaradi zahtevnega poteka okužbe s pisnim nagovorom ravnateljem - Vestnik.si	1	102287.89882	2375.29691
Čistke na RTV Slovenija! Kaj bo z oddajo Zvezdana? - Vestnik.si	1	42343.36814	983.28417
4 načini, kako se izuriti v samokontroli	1	104017.40435	2415.45894
Bomo &#34;samozvanim in edino pravim osamosvojiteljem&#34; postavili spomenike?	1	58669.21717	1362.39782
Zvezdana Mlakar povedala, da ji RTVS honorarja za oddajo ne plača	1	55853.70351	1297.01686
Počivalšek: Je interpelacija res vse, kar je opozicija zmožna prispevati?	1	43942.04633	1020.40816
(PREJELI SMO) RTV v primežu lastne neobjektivnosti - odmev - Demokracija	1	301141.29652	6993.00699
Ko je napadena sveta institucija levice, se prepoved shodov zgodi praktično čez noč; kjer se grozi s smrtjo, je to ustavna pravica - Demokracija	1	52580.22638	1221.00122
Komentar / Osvoboditelji | MLADINA.si	1	265822.25557	6172.83951
Znova več kot 600 pozitivnih	1	50782.08184	1179.24528
Prikupna božična voščilnica Meghan, Harry in Archieja	1	177947.12976	4132.2314
"Brane Kolednik prejel ""rdeči karton"" s strani informacijskega pooblaščenca - Lokalec.si"	1	28766.33627	668.00267
M. Avbelj, Ius-info: Kaj pa zdaj? - Časnik	1	66558.27728	1545.59505
Dirigirana pozaba - Časnik	1	42806.3672	994.03579
Poslanka Eva Irgl se spominja svojega prvega obhajila - Molitev	1	341771.47145	7936.50794
Mladini se je spet poslabšalo: Zavistno so se spravili na najuspešnejšega slovenskega režiserja Okorna | Nova24TV	1	93210.4013	2164.50216
Ko je napadena sveta institucija levice, se prepoved shodov zgodi praktično čez noč; kjer se grozi s smrtjo, je to ustavna pravica | Nova24TV	1	52580.22638	1221.00122
&#34;Odločitev za Prekmurje in Slovenijo je bila odločitev za boljši jutri in dostojno, lepše življenje&#34;	1	81869.21179	1901.14068
Umrl je igralec John Challis, Boycie iz TV-serije Samo bedaki in konji	1	109855.11582	2551.02041
&#34;Kaj bi naredil za svojo družino? Je kaj, česar ne bi?&#34; (Fredrik Backman &#34;Mi proti vam&#34;)	1	35766.7819	830.56478
Pravi heroji: ogledalo slovenski stvarnosti skozi oči malega človeka	1	187231.32784	4347.82609
